sequence,timestamp_ns,deadline_ns,actual_ns,jitter_ns
619,6200237458,15335000000,15335237458,237458
620,6210237250,15345000000,15345237250,237250
621,6220237041,15355000000,15355237041,237041
622,6230238000,15365000000,15365238000,238000
623,6240236041,15375000000,15375236041,236041
624,6250239916,15385000000,15385239916,239916
625,6260237083,15395000000,15395237083,237083
626,6270239500,15405000000,15405239500,239500
627,6280236958,15415000000,15415236958,236958
628,6290236458,15425000000,15425236458,236458
629,6300237125,15435000000,15435237125,237125
630,6310235750,15445000000,15445235750,235750
631,6320235833,15455000000,15455235833,235833
632,6330235625,15465000000,15465235625,235625
633,6340235125,15475000000,15475235125,235125
634,6350236083,15485000000,15485236083,236083
635,6360234416,15495000000,15495234416,234416
636,6370705833,15505000000,15505705833,705833
637,6380241583,15515000000,15515241583,241583
638,6390237875,15525000000,15525237875,237875
639,6400236500,15535000000,15535236500,236500
640,6410235125,15545000000,15545235125,235125
641,6420238708,15555000000,15555238708,238708
642,6430236750,15565000000,15565236750,236750
643,6440237708,15575000000,15575237708,237708
644,6450237500,15585000000,15585237500,237500
645,6460236416,15595000000,15595236416,236416
646,6470236500,15605000000,15605236500,236500
647,6480238916,15615000000,15615238916,238916
648,6490239291,15625000000,15625239291,239291
649,6500236750,15635000000,15635236750,236750
650,6510236250,15645000000,15645236250,236250
651,6520241000,15655000000,15655241000,241000
652,6530240500,15665000000,15665240500,240500
653,6540267125,15675000000,15675267125,267125
654,6550245625,15685000000,15685245625,245625
655,6560236375,15695000000,15695236375,236375
656,6570471833,15705000000,15705471833,471833
657,6580240916,15715000000,15715240916,240916
658,6590236916,15725000000,15725236916,236916
659,6600236708,15735000000,15735236708,236708
660,6610237666,15745000000,15745237666,237666
661,6620238916,15755000000,15755238916,238916
662,6630240458,15765000000,15765240458,240458
663,6640237916,15775000000,15775237916,237916
664,6650238000,15785000000,15785238000,238000
665,6660238958,15795000000,15795238958,238958
666,6670239333,15805000000,15805239333,239333
667,6680238833,15815000000,15815238833,238833
668,6690238625,15825000000,15825238625,238625
669,6700236083,15835000000,15835236083,236083
670,6710236750,15845000000,15845236750,236750
671,6720236833,15855000000,15855236833,236833
672,6730238958,15865000000,15865238958,238958
673,6740241375,15875000000,15875241375,241375
674,6750242041,15885000000,15885242041,242041
675,6760240666,15895000000,15895240666,240666
676,6770545250,15905000000,15905545250,545250
677,6780240833,15915000000,15915240833,240833
678,6790237708,15925000000,15925237708,237708
679,6800235458,15935000000,15935235458,235458
680,6810241375,15945000000,15945241375,241375
681,6820239416,15955000000,15955239416,239416
682,6830236875,15965000000,15965236875,236875
683,6840239291,15975000000,15975239291,239291
684,6850237625,15985000000,15985237625,237625
685,6860238000,15995000000,15995238000,238000
686,6870240416,16005000000,16005240416,240416
687,6880237875,16015000000,16015237875,237875
688,6890234750,16025000000,16025234750,234750
689,6900237166,16035000000,16035237166,237166
690,6910238125,16045000000,16045238125,238125
691,6920236750,16055000000,16055236750,236750
692,6930240916,16065000000,16065240916,240916
693,6940238375,16075000000,16075238375,238375
694,6950237875,16085000000,16085237875,237875
695,6960236791,16095000000,16095236791,236791
696,6970236583,16105000000,16105236583,236583
697,6980238125,16115000000,16115238125,238125
