*** Booting Zephyr OS build dccb09599635bdff17633fa7e9dab014b91dce90 ***
sequence,timestamp_ns,deadline_ns,actual_ns,jitter_ns
596,5970019120,5978019088,5978038208,19120
597,5980051408,5988019088,5988070496,51408
598,5990120816,5998019088,5998139904,120816
599,6000181456,6008019088,6008200544,181456
600,6010162736,6018019088,6018181824,162736
601,6020202720,6028019088,6028221808,202720
602,6030165056,6038019088,6038184144,165056
603,6040155120,6048019088,6048174208,155120
604,6050113040,6058019088,6058132128,113040
605,6060165024,6068019088,6068184112,165024
606,6070181312,6078019088,6078200400,181312
607,6080133408,6088019088,6088152496,133408
608,6090153152,6098019088,6098172240,153152
609,6100409648,6108019088,6108428736,409648
610,6110437712,6118019088,6118456800,437712
611,6120246512,6128019088,6128265600,246512
612,6130329168,6138019088,6138348256,329168
613,6140424624,6148019088,6148443712,424624
614,6150281984,6158019088,6158301072,281984
615,6160165712,6168019088,6168184800,165712
616,6170396176,6178019088,6178415264,396176
617,6180301264,6188019088,6188320352,301264
618,6190247040,6198019088,6198266128,247040
619,6200237904,6208019088,6208256992,237904
620,6210260256,6218019088,6218279344,260256
621,6220356560,6228019088,6228375648,356560
622,6230413504,6238019088,6238432592,413504
623,6240303744,6248019088,6248322832,303744
624,6250337280,6258019088,6258356368,337280
625,6260221936,6268019088,6268241024,221936
626,6270423088,6278019088,6278442176,423088
627,6280192896,6288019088,6288211984,192896
628,6290206272,6298019088,6298225360,206272
629,6300430656,6308019088,6308449744,430656
630,6310408240,6318019088,6318427328,408240
631,6320237232,6328019088,6328256320,237232
632,6330411440,6338019088,6338430528,411440
633,6340406432,6348019088,6348425520,406432
634,6350253216,6358019088,6358272304,253216
635,6360154112,6368019088,6368173200,154112
636,6370420944,6378019088,6378440032,420944
637,6380197984,6388019088,6388217072,197984
638,6390290880,6398019088,6398309968,290880
639,6400253296,6408019088,6408272384,253296
640,6410427648,6418019088,6418446736,427648
641,6420259920,6428019088,6428279008,259920
642,6430394160,6438019088,6438413248,394160
643,6440199664,6448019088,6448218752,199664
644,6450186752,6458019088,6458205840,186752
645,6460129536,6468019088,6468148624,129536
646,6470240400,6478019088,6478259488,240400
647,6480242768,6488019088,6488261856,242768
648,6490194336,6498019088,6498213424,194336
649,6500136192,6508019088,6508155280,136192
650,6510162608,6518019088,6518181696,162608
651,6520114544,6528019088,6528133632,114544
652,6530143264,6538019088,6538162352,143264
653,6540140496,6548019088,6548159584,140496
654,6550249152,6558019088,6558268240,249152
655,6560213344,6568019088,6568232432,213344
656,6570266528,6578019088,6578285616,266528
657,6580249536,6588019088,6588268624,249536
658,6590107072,6598019088,6598126160,107072
659,6600137440,6608019088,6608156528,137440
660,6610153888,6618019088,6618172976,153888
661,6620176048,6628019088,6628195136,176048
662,6630146176,6638019088,6638165264,146176
663,6640100720,6648019088,6648119808,100720
664,6650084720,6658019088,6658103808,84720
665,6660185216,6668019088,6668204304,185216
666,6670158544,6678019088,6678177632,158544
667,6680144640,6688019088,6688163728,144640
668,6690075472,6698019088,6698094560,75472
669,6700170960,6708019088,6708190048,170960
670,6710167808,6718019088,6718186896,167808
671,6720145904,6728019088,6728164992,145904
672,6730152544,6738019088,6738171632,152544
673,6740275280,6748019088,6748294368,275280
674,6750364624,6758019088,6758383712,364624
675,6760301664,6768019088,6768320752,301664
676,6770282624,6778019088,6778301712,282624
677,6780152480,6788019088,6788171568,152480
678,6790094880,6798019088,6798113968,94880
679,6800152928,6808019088,6808172016,152928
680,6810258416,6818019088,6818277504,258416
681,6820256144,6828019088,6828275232,256144
682,6830148864,6838019088,6838167952,148864
683,6840138784,6848019088,6848157872,138784
684,6850096128,6858019088,6858115216,96128
685,6860128272,6868019088,6868147360,128272
686,6870182224,6878019088,6878201312,182224
687,6880174672,6888019088,6888193760,174672
688,6890176432,6898019088,6898195520,176432
689,6900201200,6908019088,6908220288,201200
